IDSensor,IDStation,Pollutant,NameStation,Altitude,Province,Latitude,Longitude,ARPA_zone,ARPA_stat_type,LAU_Code,GISCO_ID,CNTR_CODE,LAU_NAME,POP_2020,POP_DENS_2,AREA_KM2,FID,NUTS3_Code,NUTS0_Code,NUTS0_Name,NUTS1_Code,NUTS1_Name,NUTS2_Code,NUTS2_Name,NUTS3_Name,NUTS3_UrbRur,NUTS3_Remoteness,NUTS3_Metropol,NUTS3_Coastal,NUTS3_Mountain,NUTS3_Border,DateStart,DateStop,Frequency,Source
30163,669,NO2,Brescia Villaggio Sereno,70,"BS",45.5130388186538,10.1919418887793,Agg_BS,UB,017029,IT_017029,IT,"Brescia",199579,2207.89807837,90.39321242,IT_017029,ITC47,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Brescia",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2013-12-13,NaT,Hourly,ARPA (open data)
10347,670,PM2.5,Mantova San Agnese,22,"MN",45.1605683301058,10.7955641137079,A,UB,020030,IT_020030,IT,"Mantova",49440,774.63945456,63.82324023,IT_020030,ITC4B,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Mantova",predominantly rural,"predominantly rural, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2007-12-21,NaT,Daily,ARPA (open data)
9798,670,CO,Mantova San Agnese,22,"MN",45.1605683301058,10.7955641137079,A,UB,020030,IT_020030,IT,"Mantova",49440,774.63945456,63.82324023,IT_020030,ITC4B,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Mantova",predominantly rural,"predominantly rural, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2004-12-28,NaT,Hourly,ARPA (open data)
9804,670,NOx,Mantova San Agnese,22,"MN",45.1605683301058,10.7955641137079,A,UB,020030,IT_020030,IT,"Mantova",49440,774.63945456,63.82324023,IT_020030,ITC4B,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Mantova",predominantly rural,"predominantly rural, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2006-04-23,NaT,Hourly,ARPA (open data)
9802,670,NO2,Mantova San Agnese,22,"MN",45.1605683301058,10.7955641137079,A,UB,020030,IT_020030,IT,"Mantova",49440,774.63945456,63.82324023,IT_020030,ITC4B,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Mantova",predominantly rural,"predominantly rural, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2004-12-31,NaT,Hourly,ARPA (open data)
9831,670,PM10,Mantova San Agnese,22,"MN",45.1605683301058,10.7955641137079,A,UB,020030,IT_020030,IT,"Mantova",49440,774.63945456,63.82324023,IT_020030,ITC4B,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Mantova",predominantly rural,"predominantly rural, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2004-12-30,NaT,Daily,ARPA (open data)
9854,672,CO,Cornale Via Liberta,74,"PV",45.0400765720296,8.91414459900241,B,RB,018191,IT_018191,IT,"Cornale e Bastida",848,221.91298102,3.82131769,IT_018191,ITC48,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Pavia",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2005-07-29,NaT,Hourly,ARPA (open data)
9852,672,NO2,Cornale Via Liberta,74,"PV",45.0400765720296,8.91414459900241,B,RB,018191,IT_018191,IT,"Cornale e Bastida",848,221.91298102,3.82131769,IT_018191,ITC48,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Pavia",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2005-07-29,NaT,Hourly,ARPA (open data)
9983,672,PM2.5,Cornale Via Liberta,74,"PV",45.0400765720296,8.91414459900241,B,RB,018191,IT_018191,IT,"Cornale e Bastida",848,221.91298102,3.82131769,IT_018191,ITC48,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Pavia",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2006-02-02,NaT,Daily,ARPA (open data)
9855,672,NOx,Cornale Via Liberta,74,"PV",45.0400765720296,8.91414459900241,B,RB,018191,IT_018191,IT,"Cornale e Bastida",848,221.91298102,3.82131769,IT_018191,ITC48,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Pavia",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2005-07-29,NaT,Hourly,ARPA (open data)
9857,673,NO2,Voghera Via Pozzoni,90,"PV",44.9995459891403,9.00843738181569,B,UB,018182,IT_018182,IT,"Voghera",39345,619.70987137,63.48938724,IT_018182,ITC48,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Pavia",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2005-07-28,NaT,Hourly,ARPA (open data)
9872,673,PM10,Voghera Via Pozzoni,90,"PV",44.9995459891403,9.00843738181569,B,UB,018182,IT_018182,IT,"Voghera",39345,619.70987137,63.48938724,IT_018182,ITC48,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Pavia",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2005-07-05,NaT,Daily,ARPA (open data)
9859,673,CO,Voghera Via Pozzoni,90,"PV",44.9995459891403,9.00843738181569,B,UB,018182,IT_018182,IT,"Voghera",39345,619.70987137,63.48938724,IT_018182,ITC48,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Pavia",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2005-07-05,NaT,Hourly,ARPA (open data)
9860,673,NOx,Voghera Via Pozzoni,90,"PV",44.9995459891403,9.00843738181569,B,UB,018182,IT_018182,IT,"Voghera",39345,619.70987137,63.48938724,IT_018182,ITC48,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Pavia",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2005-07-28,NaT,Hourly,ARPA (open data)
11041,674,SO2,Monza Via Machiavelli,162,"MB",45.5802634844224,9.27357309271327,Agg_MI,UB,108033,IT_108033,IT,"Monza",124051,3745.85102294,33.11690701,IT_108033,ITC4D,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Monza e della Brianza",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,2011-02-10,NaT,Hourly,ARPA (open data)
10396,674,PM2.5,Monza Via Machiavelli,162,"MB",45.5802634844224,9.27357309271327,Agg_MI,UB,108033,IT_108033,IT,"Monza",124051,3745.85102294,33.11690701,IT_108033,ITC4D,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Monza e della Brianza",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,2008-12-19,NaT,Daily,ARPA (open data)
9880,674,CO,Monza Via Machiavelli,162,"MB",45.5802634844224,9.27357309271327,Agg_MI,UB,108033,IT_108033,IT,"Monza",124051,3745.85102294,33.11690701,IT_108033,ITC4D,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Monza e della Brianza",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,2005-10-21,NaT,Hourly,ARPA (open data)
9877,674,NO2,Monza Via Machiavelli,162,"MB",45.5802634844224,9.27357309271327,Agg_MI,UB,108033,IT_108033,IT,"Monza",124051,3745.85102294,33.11690701,IT_108033,ITC4D,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Monza e della Brianza",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,2005-10-21,NaT,Hourly,ARPA (open data)
9875,674,NOx,Monza Via Machiavelli,162,"MB",45.5802634844224,9.27357309271327,Agg_MI,UB,108033,IT_108033,IT,"Monza",124051,3745.85102294,33.11690701,IT_108033,ITC4D,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Monza e della Brianza",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,2005-10-21,NaT,Hourly,ARPA (open data)
9890,674,PM10,Monza Via Machiavelli,162,"MB",45.5802634844224,9.27357309271327,Agg_MI,UB,108033,IT_108033,IT,"Monza",124051,3745.85102294,33.11690701,IT_108033,ITC4D,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Monza e della Brianza",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,2005-11-18,NaT,Daily,ARPA (open data)
10586,677,PM2.5,Cremona Via Fatebenefratelli,43,"CR",45.1425406322169,10.0438361583694,A,UB,019036,IT_019036,IT,"Cremona",72672,1030.23358272,70.53934294,IT_019036,ITC4A,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Cremona",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2010-07-28,NaT,Daily,ARPA (open data)
9928,677,NO2,Cremona Via Fatebenefratelli,43,"CR",45.1425406322169,10.0438361583694,A,UB,019036,IT_019036,IT,"Cremona",72672,1030.23358272,70.53934294,IT_019036,ITC4A,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Cremona",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2006-04-11,NaT,Hourly,ARPA (open data)
9923,677,SO2,Cremona Via Fatebenefratelli,43,"CR",45.1425406322169,10.0438361583694,A,UB,019036,IT_019036,IT,"Cremona",72672,1030.23358272,70.53934294,IT_019036,ITC4A,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Cremona",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2006-04-14,NaT,Hourly,ARPA (open data)
9930,677,NOx,Cremona Via Fatebenefratelli,43,"CR",45.1425406322169,10.0438361583694,A,UB,019036,IT_019036,IT,"Cremona",72672,1030.23358272,70.53934294,IT_019036,ITC4A,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Cremona",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2006-04-11,NaT,Hourly,ARPA (open data)
9924,677,CO,Cremona Via Fatebenefratelli,43,"CR",45.1425406322169,10.0438361583694,A,UB,019036,IT_019036,IT,"Cremona",72672,1030.23358272,70.53934294,IT_019036,ITC4A,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Cremona",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2006-04-08,NaT,Hourly,ARPA (open data)
9927,677,PM10,Cremona Via Fatebenefratelli,43,"CR",45.1425406322169,10.0438361583694,A,UB,019036,IT_019036,IT,"Cremona",72672,1030.23358272,70.53934294,IT_019036,ITC4A,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Cremona",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2006-04-08,NaT,Daily,ARPA (open data)
17042,677,NH3,Cremona Via Fatebenefratelli,43,"CR",45.1425406322169,10.0438361583694,A,UB,019036,IT_019036,IT,"Cremona",72672,1030.23358272,70.53934294,IT_019036,ITC4A,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Cremona",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2011-02-15,NaT,Daily,ARPA (open data)
9968,679,NOx,Valmadrera Via Pozzi,247,"LC",45.8422072610225,9.35165816612796,A,SB,097083,IT_097083,IT,"Valmadrera",11438,907.04657226,12.61015735,IT_097083,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,2006-02-16,NaT,Hourly,ARPA (open data)
9969,679,NO2,Valmadrera Via Pozzi,247,"LC",45.8422072610225,9.35165816612796,A,SB,097083,IT_097083,IT,"Valmadrera",11438,907.04657226,12.61015735,IT_097083,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,2006-02-15,NaT,Hourly,ARPA (open data)
9971,679,CO,Valmadrera Via Pozzi,247,"LC",45.8422072610225,9.35165816612796,A,SB,097083,IT_097083,IT,"Valmadrera",11438,907.04657226,12.61015735,IT_097083,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,2006-02-16,NaT,Hourly,ARPA (open data)
9976,679,PM10,Valmadrera Via Pozzi,247,"LC",45.8422072610225,9.35165816612796,A,SB,097083,IT_097083,IT,"Valmadrera",11438,907.04657226,12.61015735,IT_097083,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,2006-02-11,NaT,Daily,ARPA (open data)
20443,681,NO2,Moggio Loc Penscei,1194,"LC",45.9127875203029,9.49753816765342,C,RB,097050,IT_097050,IT,"Moggio",480,35.72585233,13.43564866,IT_097050,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,2007-03-16,NaT,Hourly,ARPA (open data)
10491,681,PM10,Moggio Loc Penscei,1194,"LC",45.9127875203029,9.49753816765342,C,RB,097050,IT_097050,IT,"Moggio",480,35.72585233,13.43564866,IT_097050,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,2009-03-31,NaT,Daily,ARPA (open data)
20441,681,NOx,Moggio Loc Penscei,1194,"LC",45.9127875203029,9.49753816765342,C,RB,097050,IT_097050,IT,"Moggio",480,35.72585233,13.43564866,IT_097050,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,2007-03-17,NaT,Hourly,ARPA (open data)
17162,681,PM2.5,Moggio Loc Penscei,1194,"LC",45.9127875203029,9.49753816765342,C,RB,097050,IT_097050,IT,"Moggio",480,35.72585233,13.43564866,IT_097050,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,2012-10-20,NaT,Daily,ARPA (open data)
10291,681,NH3,Moggio Loc Penscei,1194,"LC",45.9127875203029,9.49753816765342,C,RB,097050,IT_097050,IT,"Moggio",480,35.72585233,13.43564866,IT_097050,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,2007-03-17,NaT,Daily,ARPA (open data)
9993,682,NO2,Ferrera Erbognone Eni,88,"PV",45.1135031448296,8.87406484888261,B,RI,018062,IT_018062,IT,"Ferrera Erbognone",1097,57.18689771,19.18271569,IT_018062,ITC48,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Pavia",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2006-01-21,NaT,Hourly,ARPA (open data)
9995,682,CO,Ferrera Erbognone Eni,88,"PV",45.1135031448296,8.87406484888261,B,RI,018062,IT_018062,IT,"Ferrera Erbognone",1097,57.18689771,19.18271569,IT_018062,ITC48,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Pavia",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2006-01-21,NaT,Hourly,ARPA (open data)
9996,682,NOx,Ferrera Erbognone Eni,88,"PV",45.1135031448296,8.87406484888261,B,RI,018062,IT_018062,IT,"Ferrera Erbognone",1097,57.18689771,19.18271569,IT_018062,ITC48,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Pavia",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2006-01-21,NaT,Hourly,ARPA (open data)
20428,683,PM10,Cassano D'Adda Via Milano,133,"MI",45.526472545851,9.5159804836271,A,UT,015059,IT_015059,IT,"Cassano d'Adda",19162,1028.8570598,18.62455024,IT_015059,ITC4C,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Milano",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,2017-12-19,NaT,Daily,ARPA (open data)
20427,683,SO2,Cassano D'Adda Via Milano,133,"MI",45.526472545851,9.5159804836271,A,UT,015059,IT_015059,IT,"Cassano d'Adda",19162,1028.8570598,18.62455024,IT_015059,ITC4C,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Milano",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,2017-12-20,NaT,Hourly,ARPA (open data)
9999,683,NO2,Cassano D'Adda Via Milano,133,"MI",45.526472545851,9.5159804836271,A,UT,015059,IT_015059,IT,"Cassano d'Adda",19162,1028.8570598,18.62455024,IT_015059,ITC4C,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Milano",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,2006-02-17,NaT,Hourly,ARPA (open data)
10001,683,NOx,Cassano D'Adda Via Milano,133,"MI",45.526472545851,9.5159804836271,A,UT,015059,IT_015059,IT,"Cassano d'Adda",19162,1028.8570598,18.62455024,IT_015059,ITC4C,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Milano",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,2006-02-17,NaT,Hourly,ARPA (open data)
10002,683,CO,Cassano D'Adda Via Milano,133,"MI",45.526472545851,9.5159804836271,A,UT,015059,IT_015059,IT,"Cassano d'Adda",19162,1028.8570598,18.62455024,IT_015059,ITC4C,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Milano",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,2006-04-22,NaT,Hourly,ARPA (open data)
10017,685,NOx,Calusco D'Adda Via Caduti Sul Lavoro,273,"BG",45.6904290785451,9.48426092764779,A,SB,016046,IT_016046,IT,"Calusco d'Adda",8310,995.89666247,8.34423923,IT_016046,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2006-06-30,NaT,Hourly,ARPA (open data)
10020,685,SO2,Calusco D'Adda Via Caduti Sul Lavoro,273,"BG",45.6904290785451,9.48426092764779,A,SB,016046,IT_016046,IT,"Calusco d'Adda",8310,995.89666247,8.34423923,IT_016046,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2006-06-30,NaT,Hourly,ARPA (open data)
10028,685,PM2.5,Calusco D'Adda Via Caduti Sul Lavoro,273,"BG",45.6904290785451,9.48426092764779,A,SB,016046,IT_016046,IT,"Calusco d'Adda",8310,995.89666247,8.34423923,IT_016046,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2006-06-30,NaT,Daily,ARPA (open data)
10023,685,CO,Calusco D'Adda Via Caduti Sul Lavoro,273,"BG",45.6904290785451,9.48426092764779,A,SB,016046,IT_016046,IT,"Calusco d'Adda",8310,995.89666247,8.34423923,IT_016046,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2006-06-30,2022-04-30,Hourly,ARPA (open data)
10027,685,PM10,Calusco D'Adda Via Caduti Sul Lavoro,273,"BG",45.6904290785451,9.48426092764779,A,SB,016046,IT_016046,IT,"Calusco d'Adda",8310,995.89666247,8.34423923,IT_016046,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2006-06-30,NaT,Daily,ARPA (open data)
10019,685,NO2,Calusco D'Adda Via Caduti Sul Lavoro,273,"BG",45.6904290785451,9.48426092764779,A,SB,016046,IT_016046,IT,"Calusco d'Adda",8310,995.89666247,8.34423923,IT_016046,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2006-06-30,NaT,Hourly,ARPA (open data)
10038,687,NO2,Ferno Via Di Dio,215,"VA",45.6192437799476,8.75697044545343,A,UB,012068,IT_012068,IT,"Ferno",6789,783.57518926,8.66413344,IT_012068,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,2006-11-06,NaT,Hourly,ARPA (open data)
10037,687,NOx,Ferno Via Di Dio,215,"VA",45.6192437799476,8.75697044545343,A,UB,012068,IT_012068,IT,"Ferno",6789,783.57518926,8.66413344,IT_012068,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,2006-11-06,NaT,Hourly,ARPA (open data)
10043,687,PM10,Ferno Via Di Dio,215,"VA",45.6192437799476,8.75697044545343,A,UB,012068,IT_012068,IT,"Ferno",6789,783.57518926,8.66413344,IT_012068,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,2006-11-29,NaT,Daily,ARPA (open data)
10039,687,CO,Ferno Via Di Dio,215,"VA",45.6192437799476,8.75697044545343,A,UB,012068,IT_012068,IT,"Ferno",6789,783.57518926,8.66413344,IT_012068,ITC41,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Varese",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,Other regions,Border regions,2006-11-06,2022-12-31,Hourly,ARPA (open data)
20216,690,SO2,Mezzana Bigli Loc Casoni,73,"PV",45.0696586413859,8.86888929943922,B,RB,018090,IT_018090,IT,"Mezzana Bigli",1053,55.31352384,19.03693576,IT_018090,ITC48,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Pavia",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2006-01-20,NaT,Hourly,ARPA (open data)
20155,690,PM10,Mezzana Bigli Loc Casoni,73,"PV",45.0696586413859,8.86888929943922,B,RB,018090,IT_018090,IT,"Mezzana Bigli",1053,55.31352384,19.03693576,IT_018090,ITC48,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Pavia",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2013-11-20,NaT,Daily,ARPA (open data)
20032,693,NOx,Sannazzaro De Burgondi Via Traversi,85,"PV",45.1027662768414,8.90417452771467,B,UI,018138,IT_018138,IT,"Sannazzaro de' Burgondi",5298,226.90201543,23.34928577,IT_018138,ITC48,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Pavia",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2013-10-24,NaT,Hourly,ARPA (open data)
20034,693,NO2,Sannazzaro De Burgondi Via Traversi,85,"PV",45.1027662768414,8.90417452771467,B,UI,018138,IT_018138,IT,"Sannazzaro de' Burgondi",5298,226.90201543,23.34928577,IT_018138,ITC48,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Pavia",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2006-09-16,NaT,Hourly,ARPA (open data)
12574,693,PM2.5,Sannazzaro De Burgondi Via Traversi,85,"PV",45.1027662768414,8.90417452771467,B,UI,018138,IT_018138,IT,"Sannazzaro de' Burgondi",5298,226.90201543,23.34928577,IT_018138,ITC48,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Pavia",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2013-01-07,NaT,Daily,ARPA (open data)
10070,693,SO2,Sannazzaro De Burgondi Via Traversi,85,"PV",45.1027662768414,8.90417452771467,B,UI,018138,IT_018138,IT,"Sannazzaro de' Burgondi",5298,226.90201543,23.34928577,IT_018138,ITC48,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Pavia",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2007-01-01,NaT,Hourly,ARPA (open data)
10072,693,PM10,Sannazzaro De Burgondi Via Traversi,85,"PV",45.1027662768414,8.90417452771467,B,UI,018138,IT_018138,IT,"Sannazzaro de' Burgondi",5298,226.90201543,23.34928577,IT_018138,ITC48,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Pavia",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2007-01-01,NaT,Daily,ARPA (open data)
20031,693,NH3,Sannazzaro De Burgondi Via Traversi,85,"PV",45.1027662768414,8.90417452771467,B,UI,018138,IT_018138,IT,"Sannazzaro de' Burgondi",5298,226.90201543,23.34928577,IT_018138,ITC48,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Pavia",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2013-10-24,NaT,Daily,ARPA (open data)
10074,694,NO2,Salionze Via Campagna Rossa,109,"VR",45.4033137582129,10.7265979707794,<undefined>,<undefined>,023089,IT_023089,IT,"Valeggio sul Mincio",15758,246.28113975,63.98378705,IT_023089,ITH31,IT,Italia,ITH,Nord-Est,ITH3,Veneto,"Verona",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2006-11-30,NaT,Hourly,ARPA (open data)
10083,695,PM10,Ponti Sul Mincio Via San Martino,113,"MN",45.4127716916863,10.6833573437868,B,SB,020044,IT_020044,IT,"Ponti sul Mincio",2327,198.58121462,11.71812754,IT_020044,ITC4B,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Mantova",predominantly rural,"predominantly rural, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2006-12-20,NaT,Daily,ARPA (open data)
20487,695,CO,Ponti Sul Mincio Via San Martino,113,"MN",45.4127716916863,10.6833573437868,B,SB,020044,IT_020044,IT,"Ponti sul Mincio",2327,198.58121462,11.71812754,IT_020044,ITC4B,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Mantova",predominantly rural,"predominantly rural, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2021-06-01,NaT,Hourly,ARPA (open data)
10078,695,NOx,Ponti Sul Mincio Via San Martino,113,"MN",45.4127716916863,10.6833573437868,B,SB,020044,IT_020044,IT,"Ponti sul Mincio",2327,198.58121462,11.71812754,IT_020044,ITC4B,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Mantova",predominantly rural,"predominantly rural, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2006-12-20,NaT,Hourly,ARPA (open data)
